file	project	class	lines	recoveredCounterpart
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildBankWithdraw.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildBankWithdraw.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildClassification.cs	NexusUnleashed.Network.World	C-LINEAGE	15	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildClassification.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildEventLog.cs	NexusUnleashed.Network.World	C-LINEAGE	21	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildEventLog.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildEventLogChange.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildEventLogChange.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildEventLogDeleteEntry.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildEventLogDeleteEntry.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildFlagsUpdate.cs	NexusUnleashed.Network.World	C-LINEAGE	15	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildFlagsUpdate.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildInfluenceAndMoney.cs	NexusUnleashed.Network.World	C-LINEAGE	20	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildInfluenceAndMoney.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildInfoMessageUpdate.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildInfoMessageUpdate.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildInit.cs	NexusUnleashed.Network.World	C-LINEAGE	28	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildInit.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildInvite.cs	NexusUnleashed.Network.World	C-LINEAGE	20	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildInvite.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildJoin.cs	NexusUnleashed.Network.World	C-LINEAGE	17	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildJoin.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildMemberChange.cs	NexusUnleashed.Network.World	C-LINEAGE	18	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildMemberChange.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildMemberRemove.cs	NexusUnleashed.Network.World	C-LINEAGE	18	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildMemberRemove.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildMotdUpdate.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildMotdUpdate.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildNameplateChange.cs	NexusUnleashed.Network.World	C-LINEAGE	12	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildNameplateChange.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildPerkActivated.cs	NexusUnleashed.Network.World	C-LINEAGE	16	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildPerkActivated.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildPerkDeactivated.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildPerkDeactivated.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildPerkUnlocked.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildPerkUnlocked.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildPvpStatsUpdate.cs	NexusUnleashed.Network.World	C-LINEAGE	20	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildPvpStatsUpdate.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildQueueStateChanged.cs	NexusUnleashed.Network.World	C-LINEAGE	15	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildQueueStateChanged.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildRankChange.cs	NexusUnleashed.Network.World	C-LINEAGE	25	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildRankChange.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildRecruitmentAvailability.cs	NexusUnleashed.Network.World	C-LINEAGE	16	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildRecruitmentAvailability.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildRemove.cs	NexusUnleashed.Network.World	C-LINEAGE	12	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildRemove.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildRename.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildRename.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildResult.cs	NexusUnleashed.Network.World	C-LINEAGE	19	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildResult.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildResult2.cs	NexusUnleashed.Network.World	C-LINEAGE	6	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildResult2.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildRoster.cs	NexusUnleashed.Network.World	C-LINEAGE	21	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildRoster.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildStandard.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerGuildStandard.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildDemands.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildDemands.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildDescription.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildDescription.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildDetails.cs	NexusUnleashed.Network.World	C-LINEAGE	22	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildDetails.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildMinLevel.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildMinLevel.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildsList.cs	NexusUnleashed.Network.World	C-LINEAGE	16	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildsList.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildsRecruiters.cs	NexusUnleashed.Network.World	C-LINEAGE	37	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildsRecruiters.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildsUpdate.cs	NexusUnleashed.Network.World	C-LINEAGE	20	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerRecruitmentGuildsUpdate.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerUnitGuildNameplateChanged.cs	NexusUnleashed.Network.World	C-LINEAGE	16	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerUnitGuildNameplateChanged.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerUnitMemberOfGuildChange.cs	NexusUnleashed.Network.World	C-LINEAGE	18	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerUnitMemberOfGuildChange.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerWarPartyBossTokens.cs	NexusUnleashed.Network.World	C-LINEAGE	19	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\ServerWarPartyBossTokens.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\WarPartyBossToken.cs	NexusUnleashed.Network.World	C-LINEAGE	12	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Guild\WarPartyBossToken.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Hazard\Hazard.cs	NexusUnleashed.Network.World	C-LINEAGE	35	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Hazard\Hazard.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Hazard\HazardModifier.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Hazard\HazardModifier.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Hazard\ServerHazardAction.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Hazard\ServerHazardAction.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Hazard\ServerHazardList.cs	NexusUnleashed.Network.World	C-LINEAGE	16	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Hazard\ServerHazardList.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Hazard\ServerHazardModifiers.cs	NexusUnleashed.Network.World	C-LINEAGE	22	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Hazard\ServerHazardModifiers.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingAddItemToCrate.cs	NexusUnleashed.Network.World	C-LINEAGE	11	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingAddItemToCrate.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingChangeInteriorWallpaper.cs	NexusUnleashed.Network.World	C-LINEAGE	19	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingChangeInteriorWallpaper.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingCommunityDonate.cs	NexusUnleashed.Network.World	C-LINEAGE	18	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingCommunityDonate.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingCommunityPrivacyLevel.cs	NexusUnleashed.Network.World	C-LINEAGE	15	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingCommunityPrivacyLevel.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingCommunityRemoval.cs	NexusUnleashed.Network.World	C-LINEAGE	12	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingCommunityRemoval.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingCommunityRename.cs	NexusUnleashed.Network.World	C-LINEAGE	16	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingCommunityRename.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingCrateAllDecor.cs	NexusUnleashed.Network.World	C-LINEAGE	12	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingCrateAllDecor.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingDecorUpdate.cs	NexusUnleashed.Network.World	C-LINEAGE	25	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingDecorUpdate.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingDoorInteraction.cs	NexusUnleashed.Network.World	C-LINEAGE	12	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingDoorInteraction.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingEditMode.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingEditMode.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingFlagsUpdate.cs	NexusUnleashed.Network.World	C-LINEAGE	19	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingFlagsUpdate.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingNeighbourEvict.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingNeighbourEvict.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingNeighbourInviteResponse.cs	NexusUnleashed.Network.World	C-LINEAGE	11	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingNeighbourInviteResponse.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingNeighbourSetPermission.cs	NexusUnleashed.Network.World	C-LINEAGE	17	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingNeighbourSetPermission.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingPlaceDecor.cs	NexusUnleashed.Network.World	C-LINEAGE	24	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingPlaceDecor.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingPlugUpdate.cs	NexusUnleashed.Network.World	C-LINEAGE	45	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingPlugUpdate.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingRemodel.cs	NexusUnleashed.Network.World	C-LINEAGE	28	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingRemodel.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingRenameProperty.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingRenameProperty.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingRequestCommunityPlacedResidencesList.cs	NexusUnleashed.Network.World	C-LINEAGE	9	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingRequestCommunityPlacedResidencesList.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingRequestCommunityPlacement.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingRequestCommunityPlacement.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingRequestRandomCommunityList.cs	NexusUnleashed.Network.World	C-LINEAGE	9	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingRequestRandomCommunityList.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingRequestRandomResidenceList.cs	NexusUnleashed.Network.World	C-LINEAGE	9	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingRequestRandomResidenceList.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingSetPrivacyLevel.cs	NexusUnleashed.Network.World	C-LINEAGE	12	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingSetPrivacyLevel.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingTakeMeHome.cs	NexusUnleashed.Network.World	C-LINEAGE	9	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingTakeMeHome.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingVendorList.cs	NexusUnleashed.Network.World	C-LINEAGE	14	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingVendorList.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingVisit.cs	NexusUnleashed.Network.World	C-LINEAGE	20	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\ClientHousingVisit.cs
NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\DecorInfo.cs	NexusUnleashed.Network.World	C-LINEAGE	42	NexusUnleashed.Network.World\NexusUnleashed.Network.World.Message.Model.Housing\DecorInfo.cs
